size,total_sqft,bath,balcony,price
3,1030,2,2,77
2,1314,2,1,84
3,1220,3,1,56
3,1590,2,3,85
2,703,2,1,49
3,1795,3,2,64
4,4395,4,2,242
2,825,2,1,35
4,4025,6,1,350
3,1254,2,1,70
3,2040,3,2,114
3,2215,4,2,154
2,1478,2,2,125
3,2475,4,3,337
3,1669,3,2,298
3,1820,3,2,79
3,1623,3,1,89
2,1243,2,2,46
2,1200,2,2,40
3,1613,3,3,72
2,1293,2,2,80
2,1065,2,2,28
2,940,2,1,69
3,1181,2,1,65
3,2215,3,2,275
2,1050,2,1,36
3,1260,2,1,75
5,2800,3,2,425
3,1500,3,2,56
3,1530,3,3,73
2,1140,2,2,46
3,1864,3,3,115
3,1575,3,3,55
2,945,2,1,45
3,1691,3,2,100
3,1220,3,1,35
1,600,1,1,35
2,1160,2,2,39
3,1650,3,1,85
2,795,1,1,32
3,2285,4,1,165
2,1243,2,2,46
2,1263,2,1,51
5,1200,4,2,115
3,1345,2,1,69
3,1360,2,1,58
2,1026,2,1,60
2,1050,2,2,38
3,1460,3,3,76
3,1525,2,2,91
3,1843,3,2,85
2,1000,2,3,25
3,1642,2,1,115
2,975,2,1,60
3,1075,2,1,44
2,1210,2,1,77
3,2000,3,2,100
2,1225,2,0,68
2,1290,2,1,80
2,1220,2,0,56
2,1361,2,2,79
2,1394,2,2,85
2,870,2,1,27
2,1222,2,2,98
2,1420,2,1,99
3,1846,3,2,135
2,1167,2,2,64
2,902,2,2,25
4,2422,4,3,135
2,1050,2,2,52
2,1000,2,0,50
2,1260,2,0,58
2,939,2,2,39
2,1298,2,1,59
3,1710,3,2,135
2,1000,2,1,45
3,3350,3,3,150
2,1100,2,2,68
1,615,1,1,46
2,1350,2,1,85
3,2700,3,1,501
3,1718,3,2,130
3,1680,3,2,112
3,1157,2,1,72
2,1179,2,1,51
2,1105,2,2,28
3,1800,3,2,175
2,1010,2,1,52
1,630,1,1,46
2,1025,2,1,60
2,1195,2,2,59
2,1012,2,1,58
3,1884,4,2,118
2,1090,2,1,37
3,1300,3,2,77
4,2950,4,2,250
3,1710,3,3,85
3,1500,3,1,68
3,1310,2,2,53
2,674,1,1,19
3,1350,3,2,70
3,1464,2,2,115
3,715,2,1,29
3,1400,2,1,40
3,1625,2,2,48
2,1065,2,1,30
3,1385,3,3,90
2,1040,2,1,50
3,1817,3,2,110
2,1205,2,1,47
2,1070,2,2,33
2,1070,2,1,52
2,1340,2,1,75
2,980,2,2,35
2,1006,2,0,44
2,1098,2,1,71
2,1200,2,1,53
2,1019,2,1,62
2,1150,2,2,40
2,1415,2,2,120
3,1750,3,2,58
3,1537,3,2,81
2,1050,2,2,45
3,1452,3,3,55
2,1246,2,1,95
3,1890,4,2,85
2,972,2,1,40
1,630,1,1,33
3,1255,2,1,60
3,1938,3,3,92
3,1711,3,2,125
2,1392,2,1,95
2,1225,2,1,77
3,1750,3,2,120
3,1260,2,1,80
1,691,1,1,31
2,1285,2,1,78
3,1590,3,2,96
3,1571,3,2,65
2,1060,2,1,48
2,1255,2,1,58
3,1520,2,3,81
2,1170,2,1,45
3,1580,3,2,75
3,1777,3,2,89
2,1303,2,2,55
2,1680,2,3,59
3,1835,3,1,108
2,1080,2,2,38
2,1025,2,1,29
2,1225,2,1,67
1,656,1,1,34
2,994,2,2,45
2,1025,2,1,65
2,1156,2,2,52
2,1250,2,2,60
3,1930,4,2,122
2,1020,2,1,70
3,1310,2,1,70
2,1322,2,3,70
2,1160,2,2,57
2,1100,2,2,48
3,1720,3,3,150
3,1689,3,2,103
2,1090,2,1,47
2,2000,2,0,75
2,1155,2,2,69
3,3520,5,2,320
2,1125,2,2,39
3,1847,3,3,92
3,1515,2,1,76
2,1130,2,2,55
2,1049,2,1,51
3,2650,4,0,175
2,850,2,1,25
3,1842,3,2,115
2,1282,2,1,72
2,800,2,1,40
3,1190,2,2,30
3,1318,2,1,68
2,1698,2,1,105
3,2030,2,1,182
3,1276,2,1,31
3,1555,2,1,67
3,1881,3,2,145
3,2900,3,2,325
3,1890,3,2,109
2,935,2,1,32
2,1000,2,3,58
3,1510,3,2,75
2,1120,2,1,50
2,930,2,1,25
3,1160,2,2,42
2,1419,2,2,48
2,1175,2,2,62
3,1350,2,1,63
3,2215,3,2,330
2,996,2,1,24
2,1076,2,1,30
4,2180,4,3,115
3,1715,3,3,112
2,1072,2,2,45
2,1230,2,1,80
3,1600,2,1,65
3,1411,3,1,93
5,3600,5,3,145
3,2404,3,2,138
3,1208,3,1,45
2,1225,2,1,69
2,1162,2,1,69
3,1262,2,1,65
2,1050,2,2,35
2,1160,2,1,33
3,1610,3,3,85
2,1340,2,2,41
3,2275,4,2,182
2,1162,2,1,58
2,1170,2,2,65
2,980,2,1,25
3,1800,3,2,60
3,1423,2,1,71
2,1106,2,3,40
2,1105,2,2,27
2,1255,2,1,56
3,1525,2,2,65
2,1061,2,1,38
3,1400,2,2,40
3,2100,3,2,145
2,660,1,1,16
2,633,1,1,18
2,1260,2,3,120
3,2047,3,2,67
4,2597,4,3,189
2,1211,2,1,63
3,1904,3,2,129
2,1205,2,1,73
2,1164,2,2,64
2,1410,2,2,73
2,1150,2,1,42
2,1170,2,2,53
2,1420,2,1,62
2,1125,2,2,45
3,1789,3,3,75
2,1021,2,1,76
2,1074,2,2,26
2,1222,2,3,48
3,1981,3,1,134
2,1103,2,2,55
2,1201,2,1,65
2,970,2,1,36
2,920,2,2,33
3,1520,3,3,85
3,1268,2,1,75
1,660,1,0,30
3,1755,3,2,115
2,945,2,1,35
1,500,1,1,33
2,1167,2,2,37
2,1276,2,2,80
2,1234,2,2,51
2,1180,2,1,75
3,1370,2,2,87
2,1015,2,2,25
2,1251,2,1,46
2,1346,2,1,67
2,1090,2,1,31
3,1290,2,3,51
3,1881,3,2,145
2,1150,2,2,52
3,1200,2,2,42
3,2735,4,2,340
2,950,2,0,65
3,1491,3,3,40
2,1050,2,1,51
3,1660,3,2,131
2,1134,2,2,55
2,1100,2,1,60
2,1080,2,1,37
1,705,2,1,50
3,1200,2,2,35
2,1200,2,1,50
3,1804,3,2,127
2,750,2,0,20
2,420,1,1,25
4,2800,4,2,252
2,1090,2,2,38
3,1287,3,1,55
3,2215,4,2,157
2,1045,2,2,42
2,1263,2,1,47
3,1431,3,2,85
2,999,2,2,32
3,1650,3,2,85
3,1535,3,1,72
4,2524,5,2,180
3,1300,3,2,69
3,2095,3,2,150
1,284,1,1,8
1,500,1,1,14
2,1265,2,2,68
2,1215,2,1,44
2,1028,2,1,51
3,1800,3,3,65
3,2077,3,3,175
2,708,2,1,31
2,1200,2,3,120
2,925,2,1,46
3,1450,2,1,90
2,1100,2,1,65
2,1185,2,3,55
1,660,1,1,35
3,1920,4,2,121
4,4550,2,1,240
2,1205,2,1,68
2,1200,2,2,46
3,1421,2,2,73
3,1250,3,3,48
1,524,1,1,29
2,984,2,1,45
2,985,2,1,50
4,2830,4,3,161
2,1140,2,3,60
3,1410,2,3,44
3,1700,2,2,86
2,1333,2,1,86
2,1258,2,1,85
3,1458,2,2,87
2,1386,2,1,85
2,1140,2,1,32
2,1200,2,3,83
2,1081,2,1,39
4,2135,3,2,149
2,1178,2,1,80
2,991,2,2,40
3,1493,2,3,90
3,2495,3,3,130
2,1080,2,1,31
2,814,2,1,53
2,1025,2,1,50
2,1115,2,1,61
4,3075,2,3,188
3,1760,3,2,160
2,1175,2,2,52
4,4235,5,3,364
2,1100,2,2,45
2,1450,2,2,50
3,1810,3,3,131
3,1426,2,3,71
3,2400,2,3,195
2,1100,2,1,70
1,650,1,1,35
3,1350,3,2,47
2,900,2,1,27
2,1360,2,3,110
1,674,1,1,36
3,1655,3,2,110
1,936,1,0,53
2,1277,2,2,92
2,1200,2,1,54
2,1015,2,1,39
2,1153,2,2,60
2,1035,2,1,51
5,3300,3,1,255
2,1150,2,1,46
2,1020,2,1,80
2,1160,2,1,95
3,1075,2,1,31
2,1225,2,2,72
3,1350,3,2,60
3,1300,3,1,69
2,830,2,1,36
2,1155,2,1,69
4,3126,5,3,345
2,905,2,2,55
3,1375,2,0,75
2,1140,2,2,33
3,1550,2,2,60
2,957,2,1,55
2,890,2,2,45
4,3000,4,2,235
2,1070,2,1,55
2,925,2,1,37
2,1415,2,2,60
2,1225,2,1,37
1,840,1,1,57
3,1732,3,1,112
2,1260,2,1,69
2,1092,2,1,49
2,827,2,0,34
2,1357,2,2,54
2,650,1,1,40
3,1370,2,1,54
3,1725,3,2,106
2,1000,2,0,70
3,1717,3,2,110
2,700,2,1,34
2,800,2,1,32
3,2367,4,3,340
3,1415,2,1,65
3,1976,3,1,145
2,883,2,1,37
1,700,1,1,38
3,1445,3,1,50
3,2082,3,2,104
2,1140,2,2,46
2,933,2,1,66
2,1155,2,1,57
2,1130,2,1,36
2,1200,2,2,73
2,1055,2,1,43
3,1555,3,2,125
3,1420,3,2,62
3,2214,3,2,350
1,658,1,1,26
2,896,2,1,78
2,1035,2,2,40
3,1839,3,3,160
2,1200,2,2,44
1,488,1,1,20
3,1200,2,1,198
2,993,2,2,42
2,1225,2,1,45
2,825,2,1,32
4,3596,4,2,359
3,1800,3,3,92
2,925,2,1,100
2,1167,2,1,63
2,1150,2,1,41
1,650,1,1,50
1,675,1,1,27
2,1100,2,1,58
2,550,1,1,20
3,1330,2,1,58
2,1320,2,1,160
3,1685,4,2,185
3,1770,3,3,108
3,2100,3,3,125
2,1000,2,3,42
3,1419,2,1,65
2,750,2,1,37
2,1070,2,1,87
3,1536,3,1,107
3,1710,3,2,210
3,2400,3,3,196
2,1342,2,1,72
3,1600,3,2,130
1,938,1,1,50
3,1820,3,2,99
4,2439,4,3,170
3,1665,3,2,78
3,1850,3,2,150
2,1091,2,1,40
2,1346,2,1,74
3,1720,3,2,224
2,1060,2,2,33
2,1059,2,1,57
2,1299,2,1,97
3,1491,3,2,85
2,1200,2,2,85
1,581,1,1,29
2,1296,2,2,70
2,1125,2,1,55
3,1275,3,1,70
2,1095,2,2,55
2,1330,2,2,74
2,1135,2,2,60
1,516,1,1,39
2,1194,2,1,51
2,770,1,1,38
4,3930,5,2,330
3,1355,3,2,54
4,2569,4,1,175
2,1116,2,3,51
3,1707,3,2,115
2,1070,2,2,49
3,1240,2,1,83
2,1300,2,1,91
2,1700,2,2,76
3,1383,2,2,76
2,1200,2,1,34
2,935,2,3,45
3,2072,4,2,151
1,615,1,1,46
2,1116,2,1,45
3,1639,3,2,107
3,1839,3,2,130
2,1300,2,2,63
1,625,1,1,27
1,933,1,1,61
3,2289,3,3,180
2,1005,2,1,39
2,1080,2,1,38
2,910,2,3,36
2,1110,2,1,39
2,1142,2,2,56
2,1005,2,1,55
3,1626,3,1,133
2,1074,2,2,54
2,1230,2,0,80
2,660,1,1,23
2,1007,2,2,48
3,1820,3,2,113
2,1100,2,1,60
2,1230,2,2,66
3,1176,2,1,37
3,1590,3,2,57
2,1200,2,1,78
2,1298,2,1,65
2,1161,2,1,55
2,1285,2,1,60
3,1644,3,2,92
3,1819,3,1,150
2,1205,2,1,85
3,2350,3,3,300
2,1050,2,1,42
2,1270,2,2,62
3,1240,2,2,39
3,1221,3,3,70
3,840,2,2,35
2,1339,2,2,63
2,1315,2,1,85
2,1250,2,2,68
2,850,2,1,27
3,1600,2,2,110
2,1250,2,1,62
3,1312,2,1,56
4,3000,4,0,134
2,1300,2,2,28
3,1990,3,3,98
2,760,2,2,38
3,1614,2,2,59
3,1182,2,1,60
2,1053,2,1,46
1,750,1,1,105
3,2000,3,3,125
3,1940,4,3,116
3,1590,3,2,105
2,1035,2,2,52
2,1075,2,2,53
3,1260,2,1,62
3,1702,3,2,107
3,1080,2,2,65
2,1189,2,1,45
2,1035,2,1,39
2,1200,2,1,36
3,1300,3,1,69
2,1330,2,1,93
3,1210,2,1,65
3,1350,2,2,54
3,1900,2,2,65
3,1935,4,2,125
3,1410,3,3,90
2,1469,2,2,99
2,986,2,1,30
3,1460,2,2,87
3,1260,2,2,85
3,1345,2,2,39
2,980,2,1,57
2,1164,2,2,75
2,929,1,2,51
2,1065,2,1,70
3,3000,3,1,265
2,1020,2,1,30
3,1362,3,1,62
1,672,1,1,36
3,1746,3,3,115
2,1025,2,1,29
2,1532,2,1,65
3,1200,2,2,120
2,1250,2,2,65
2,1188,2,1,39
2,1170,2,2,85
3,1800,3,2,150
4,2507,4,2,155
2,1061,2,1,34
2,1290,2,2,69
2,1200,2,1,42
2,1120,2,2,39
1,418,1,1,12
3,1333,3,1,50
3,1691,3,2,119
3,1700,3,3,250
3,2030,4,1,125
2,1012,2,1,70
3,1245,2,1,60
3,1765,3,2,118
2,1110,2,2,36
2,967,2,1,47
2,1044,2,2,36
3,1518,3,3,80
3,1300,2,2,57
3,1798,3,3,73
2,866,2,0,36
4,3410,5,3,253
2,1179,2,2,56
2,1125,2,1,48
3,2098,3,1,210
3,2400,3,1,270
3,1976,3,2,92
2,1190,2,2,61
3,1800,3,3,192
3,1761,3,1,84
3,1700,3,3,120
2,1128,2,1,64
3,2000,3,2,85
3,1220,2,1,35
1,509,1,1,20
3,1852,4,2,122
2,1045,2,1,40
4,3535,4,2,215
2,1102,2,2,53
4,1800,3,2,82
3,1436,2,2,75
2,1140,2,2,56
1,645,1,1,55
3,2050,3,2,135
2,1335,2,1,95
3,1255,3,2,77
2,1140,2,1,59
3,2376,3,1,240
1,663,1,1,46
2,1276,2,0,146
3,1450,3,3,60
3,1400,3,3,66
2,1339,2,1,53
3,1220,2,1,35
3,2200,3,2,275
2,1305,2,2,52
3,1740,3,3,80
2,680,1,1,21
2,1154,2,2,47
2,1200,2,2,40
2,1155,2,2,54
3,1525,2,3,63
4,2470,5,2,192
2,1100,2,1,60
2,1250,2,2,65
2,1400,2,1,70
3,1600,3,2,100
2,1060,2,1,55
2,1272,2,2,50
2,1296,2,2,105
4,2100,3,2,280
3,1945,3,3,115
3,1033,2,2,30
2,1235,2,2,52
3,2100,3,1,270
2,850,2,1,42
3,1880,3,2,110
4,2450,4,2,368
2,1060,2,2,52
3,2041,3,3,138
2,1037,2,1,36
2,1150,2,1,39
2,1184,2,1,62
3,1680,3,2,126
3,1411,3,2,100
2,900,2,2,41
4,3500,4,3,320
3,1702,3,2,120
2,1185,2,2,45
3,1300,3,1,64
3,1545,3,2,65
3,1515,2,2,135
3,1300,3,3,55
2,1107,2,1,57
3,1720,3,2,106
3,1540,3,2,150
2,1000,2,1,44
1,710,1,1,40
2,1100,2,1,38
2,1250,2,0,48
3,1584,3,1,104
3,1485,2,2,70
3,1100,2,1,78
2,1245,2,1,59
3,2214,3,3,350
2,1050,2,2,45
3,1640,3,2,105
2,1165,2,1,65
2,1110,2,1,43
4,4000,4,2,630
2,1300,2,2,75
2,1232,2,1,69
3,1704,3,2,94
3,1275,2,2,88
3,1222,2,1,68
2,1155,2,2,39
2,1000,2,1,29
2,1200,2,1,45
3,1517,3,2,71
2,1166,2,1,37
2,870,2,2,24
5,4000,5,2,170
3,1345,3,1,58
4,3800,5,2,170
3,971,2,2,38
2,1255,2,1,52
2,1810,2,2,65
2,1300,2,1,58
2,1185,2,2,45
2,1350,2,3,68
3,1645,3,2,87
2,1170,2,3,50
4,3420,4,2,225
3,1320,2,2,65
3,1610,3,2,84
3,1870,3,3,180
3,1510,2,1,110
3,1305,2,1,45
3,1500,2,1,70
2,1149,2,1,130
4,1948,4,2,129
2,1242,2,1,78
2,1268,2,1,58
2,1101,2,1,50
2,1255,2,3,65
3,1362,3,1,62
3,984,3,2,140
2,1089,2,1,32
2,800,1,3,95
3,1345,2,1,57
2,950,2,1,45
2,1068,2,1,43
2,860,1,2,31
3,1756,3,2,66
2,1205,2,1,41
3,1800,3,2,125
4,8321,5,2,2912
3,1604,3,0,68
4,2732,4,3,204
2,1015,2,2,25
3,1200,2,2,42
2,1010,2,2,38
2,1010,2,1,41
2,1050,2,2,33
3,1710,3,2,85
3,1248,3,2,115
1,410,1,1,10
3,1656,2,1,62
3,1451,3,1,68
2,1250,2,2,93
4,4600,6,2,650
3,1340,2,3,42
2,1100,2,2,38
3,1700,3,1,71
2,1096,2,1,43
2,1160,2,1,33
3,1936,3,2,139
3,1269,2,2,63
3,3500,3,1,630
3,1586,3,1,125
2,1376,2,1,124
3,1452,3,3,56
3,1538,3,1,107
3,1427,2,1,130
2,935,2,0,40
2,1220,2,3,65
2,1197,2,1,77
2,674,1,1,19
1,410,1,1,15
3,1573,3,1,90
2,1135,2,2,58
3,1400,2,1,40
1,1200,1,0,65
3,2045,3,2,108
2,1268,2,1,56
2,883,2,1,39
3,1600,3,3,100
2,1056,2,2,70
2,1204,2,2,58
3,1410,2,1,54
2,1460,2,1,80
2,1100,2,1,41
2,1310,2,1,88
3,1600,3,2,90
2,1250,2,2,55
3,1665,3,2,74
3,1345,2,1,57
2,1416,2,2,67
2,1145,2,2,46
3,1231,3,2,58
3,1664,3,0,73
2,972,2,2,43
4,4500,4,3,345
2,1185,2,1,47
3,1750,3,2,81
2,1007,2,1,68
3,1700,3,2,200
2,1250,2,2,85
2,1200,2,1,54
2,994,2,1,42
2,1150,2,2,40
2,1220,2,2,46
2,1441,2,1,115
2,1157,2,2,47
2,1400,2,2,105
3,1370,3,1,65
2,900,2,1,40
1,418,1,1,17
2,1200,2,3,43
2,1062,2,1,42
2,1120,2,1,51
2,1012,2,1,44
2,675,2,2,13
2,1430,2,2,78
3,1195,2,1,56
3,2640,5,1,150
3,1075,2,1,42
2,1011,2,1,59
3,1450,2,1,102
2,1129,2,1,69
2,1126,2,1,36
3,1180,2,2,45
3,1933,3,2,140
2,1082,2,2,64
1,610,1,0,28
3,1300,3,3,77
2,1125,2,1,46
2,777,2,0,25
4,2500,3,1,65
3,1864,3,2,120
2,1115,2,1,51
1,400,1,1,25
2,1200,2,1,70
2,992,2,2,24
2,950,2,3,57
2,1200,2,1,62
3,1735,3,2,70
3,1750,3,3,172
2,1009,2,2,56
3,1470,2,3,102
3,1527,3,2,115
2,985,2,1,45
2,1277,2,1,77
2,1100,2,1,62
3,1820,3,2,140
4,1530,3,3,87
3,1886,3,2,205
3,1880,4,2,110
2,1255,2,2,52
2,700,2,1,36
2,1140,2,2,46
2,1025,2,1,29
3,1490,2,2,59
3,1850,3,2,140
2,1250,2,1,78
4,2400,3,1,108
4,3522,5,3,716
2,1244,2,2,88
2,1025,2,1,28
2,1034,2,1,38
3,1191,2,2,33
3,1719,3,2,71
2,1035,2,1,39
3,1470,2,2,84
2,1140,2,1,50
3,1752,3,2,125
3,2990,3,2,170
3,1660,3,2,85
3,1275,3,3,63
3,1365,3,1,52
3,1392,3,1,69
2,1245,2,1,59
2,1162,2,2,64
3,1476,2,1,73
1,700,1,1,21
2,943,2,2,48
2,1113,2,1,44
3,1615,3,2,69
2,1279,2,3,100
2,1256,2,1,60
3,1805,3,2,280
3,1350,3,1,65
3,1525,3,2,68
2,1357,2,1,123
3,1645,3,2,117
3,1777,3,2,92
2,845,2,2,32
2,900,2,0,25
2,1210,2,1,64
2,829,2,1,22
3,1879,3,2,155
3,1250,2,2,50
3,1108,2,1,60
3,1401,3,2,69
3,1157,2,1,75
2,1185,2,1,42
3,1751,3,2,115
3,1880,3,2,96
2,1175,2,2,38
2,1407,2,1,98
2,1000,2,2,50
3,1518,3,3,75
2,1027,2,1,67
4,3730,6,2,430
2,1145,2,2,46
2,1260,2,2,113
3,1500,2,3,47
3,1737,2,1,57
3,1500,3,2,135
2,1030,2,1,46
2,1057,2,1,35
4,2774,4,3,208
2,1460,2,2,38
2,1075,2,1,53
3,1080,2,1,60
4,3626,5,3,788
2,1139,2,1,45
2,1074,2,1,42
4,2425,5,1,175
2,1323,2,2,74
2,1232,2,1,69
2,900,2,1,40
1,740,1,1,23
3,1920,3,2,134
3,1550,3,2,96
3,1588,2,3,90
2,1308,2,1,86
3,1340,2,2,54
4,2170,3,2,265
3,1719,3,2,135
2,1107,2,1,41
1,1090,2,1,31
3,1660,3,2,104
2,1247,2,1,58
3,1595,3,2,96
2,1175,2,2,50
2,1184,2,1,78
2,1100,2,2,55
2,1200,2,2,60
2,1000,2,1,45
2,1000,2,0,52
3,1705,3,2,85
3,1060,2,2,58
3,1347,2,2,55
2,1402,2,2,95
3,2280,4,2,125
2,1225,2,2,71
2,1080,2,1,53
3,1919,3,0,300
2,1100,2,2,42
4,2500,4,3,225
2,1200,2,2,78
3,1565,2,2,57
3,1581,3,3,76
4,2882,5,1,200
3,2180,3,3,273
2,985,2,1,38
2,950,2,2,35
2,1339,2,2,55
3,1449,3,1,72
2,1100,2,2,38
2,1100,2,3,55
2,1140,2,1,32
2,800,1,2,30
2,1300,2,3,95
2,1220,2,2,60
3,2289,3,2,178
2,1170,2,1,56
2,1350,2,2,89
2,883,2,1,45
3,1698,3,2,125
2,1060,2,1,58
2,1185,2,2,75
3,2051,3,1,180
2,1404,2,1,72
2,1252,2,1,67
3,1885,3,1,125
2,980,2,2,42
3,2500,3,3,340
3,1420,3,1,66
3,2312,3,2,156
2,1175,2,1,70
2,1145,2,2,51
2,970,2,1,52
2,1125,2,1,32
3,2150,3,3,240
3,1635,3,1,57
1,1200,2,1,66
3,1335,2,2,73
4,4450,6,0,449
2,1166,2,1,64
3,2390,3,1,372
3,1460,2,1,90
3,1690,3,3,50
2,1090,2,2,32
3,1732,3,1,85
2,1390,2,1,72
2,1095,2,1,85
1,416,1,1,17
3,2400,2,3,50
3,1350,2,3,85
3,1453,2,2,73
2,1226,2,1,65
3,1168,2,1,68
3,1776,3,2,124
3,1634,3,2,68
3,1650,3,2,95
2,1190,2,1,70
2,1133,2,1,33
3,1559,3,2,62
4,6652,6,1,510
2,976,2,1,50
3,1590,2,2,54
4,2940,6,2,201
3,1633,3,2,110
2,1151,2,2,46
3,1400,2,2,42
2,1037,2,1,36
2,1188,2,1,36
2,1060,2,1,52
3,2215,4,2,162
2,1255,2,2,54
2,1075,2,1,53
4,2569,5,3,180
2,900,2,1,27
2,1183,2,1,79
2,1100,2,2,44
3,1643,2,2,70
3,1500,2,2,120
2,1291,2,1,75
2,1060,2,1,55
3,1575,2,2,110
2,1236,2,1,58
3,1350,2,2,39
3,2475,4,3,326
2,1200,2,1,34
2,1225,2,2,56
2,1056,2,1,75
3,1240,2,2,42
3,1200,3,2,74
3,1850,3,2,110
4,3150,4,3,180
3,1185,2,2,30
2,918,2,2,56
3,1330,2,2,68
3,1540,2,3,70
2,1200,2,2,80
2,927,2,2,37
3,1400,2,2,78
2,1345,2,2,106
2,1510,2,3,80
2,302,2,1,25
3,1100,2,2,72
3,1100,3,2,53
4,2282,4,0,115
2,760,2,1,37
3,3300,3,2,165
3,1242,3,1,51
3,1245,2,2,43
2,1088,2,2,44
2,1200,2,0,46
2,1309,2,1,82
3,1717,3,2,200
3,2100,3,2,200
3,1250,3,2,42
3,3520,5,2,240
2,1041,2,2,54
3,1505,2,2,60
3,1776,3,2,150
3,1767,3,2,89
2,1293,2,2,80
2,1320,2,1,50
2,1280,2,2,68
2,1245,2,1,83
2,1027,1,2,44
3,1100,3,2,58
3,1814,3,1,129
3,1610,2,1,112
3,1600,3,3,79
3,3200,4,2,140
3,1250,2,1,77
2,1243,2,2,46
3,1452,3,3,60
3,1475,3,3,75
2,1353,2,3,75
3,1750,3,2,58
2,1270,2,1,96
4,2695,4,3,188
3,1330,3,2,65
2,660,1,0,18
2,1400,2,3,90
4,4000,5,1,195
3,1700,3,2,75
2,1585,2,2,90
3,1385,3,3,67
2,1128,2,1,67
2,1203,2,2,60
2,905,2,1,35
3,1450,3,2,79
2,1105,2,3,38
3,1530,2,3,89
2,1105,2,1,35
2,1333,2,1,78
2,1065,2,2,45
2,1243,2,2,46
3,1530,3,2,76
2,1270,2,1,94
3,1830,3,3,89
2,900,2,3,35
3,1450,2,2,78
3,1525,3,3,65
2,1080,2,1,67
2,1220,2,2,72
2,1200,2,2,44
2,1500,2,2,60
2,1355,2,2,95
2,1070,2,1,57
3,1980,4,1,180
2,842,2,2,30
1,700,1,1,31
2,1100,2,2,75
2,1196,2,2,40
3,1820,3,2,85
2,1185,2,2,43
3,2145,3,2,170
2,1220,2,1,89
2,1116,2,3,51
2,1192,2,3,75
3,1449,3,2,110
3,1700,3,2,90
3,1920,3,2,150
3,1700,3,2,74
2,1447,3,2,76
2,1329,2,1,107
3,1314,2,2,70
3,1513,3,1,103
2,1246,2,1,67
1,705,1,1,65
2,1220,2,2,62
3,1800,2,1,45
3,1400,3,2,75
2,1245,2,2,80
3,1495,2,1,63
2,996,2,2,36
2,1000,2,1,44
2,1250,2,3,75
2,975,2,1,24
3,1261,2,1,80
2,1080,2,2,46
2,1230,2,1,50
2,982,2,2,25
3,1260,3,1,49
3,1590,2,2,135
2,1220,2,2,39
3,1320,2,1,38
3,1750,3,2,105
3,1436,2,3,62
3,1560,3,2,90
3,3758,3,1,300
2,1275,2,2,59
2,1040,2,2,36
3,2400,3,2,115
3,1960,3,2,165
4,3200,5,3,309
2,1195,2,2,100
5,4500,5,2,145
1,648,1,1,40
3,2100,3,2,130
4,4209,4,2,602
2,1027,2,1,44
3,1365,3,1,52
1,650,1,1,18
2,1100,2,3,90
3,1075,2,1,57
2,1100,2,1,63
3,1320,2,1,58
3,1500,3,2,65
2,1246,2,1,67
3,1718,3,2,90
3,1075,2,1,32
3,1480,3,1,75
1,500,1,1,13
2,1041,2,1,36
2,1128,2,2,48
3,1685,3,1,90
2,1180,2,2,65
2,1200,2,1,60
3,1250,3,2,39
2,900,2,1,41
2,1000,2,1,45
2,1404,2,1,70
3,1610,2,2,115
2,1760,2,1,85
2,975,2,1,55
2,1190,2,2,42
2,1110,2,1,46
3,2415,3,2,399
2,1235,2,2,44
2,1275,2,3,55
2,1115,2,1,115
2,1197,2,1,76
1,644,1,1,32
2,1251,2,3,47
2,1105,2,2,30
2,1080,2,2,38
4,2100,3,1,114
3,1731,3,3,64
2,1206,2,1,55
3,1560,3,2,78
1,750,1,2,47
2,1035,2,2,90
1,702,1,0,35
2,1145,2,2,68
3,1208,2,2,43
3,1589,3,2,74
2,560,2,1,22
3,1426,2,2,61
3,1885,3,2,135
2,935,2,0,37
2,1171,2,2,73
2,1465,2,3,60
3,1820,3,2,95
3,1580,2,2,66
3,1452,2,2,46
3,1445,2,1,89
2,1170,2,1,39
2,1070,2,1,50
3,1100,3,2,53
2,1140,2,2,56
3,2600,3,2,160
3,1532,3,2,59
2,1150,2,1,46
2,1473,2,1,85
3,1350,3,2,80
4,4040,4,0,500
3,1980,4,2,166
3,1660,3,2,128
2,650,2,2,45
3,2475,4,3,340
3,1495,3,2,90
2,1080,2,1,48
3,1521,2,2,57
2,1053,2,0,51
3,2406,5,2,289
2,1050,2,1,42
3,1430,2,2,51
3,2400,3,2,12
3,1250,3,2,39
2,1000,2,2,39
3,1630,3,3,68
2,985,2,1,40
2,1200,2,2,70
3,1650,3,3,100
3,1670,3,2,59
2,1000,2,2,60
2,830,2,2,26
2,1140,2,2,43
3,1635,3,3,85
2,1120,2,1,70
3,1760,3,2,185
3,2137,3,2,110
2,973,2,1,50
3,1724,3,1,146
2,1020,2,2,40
1,750,1,1,35
2,883,2,1,49
4,2787,5,2,220
3,1470,2,3,60
2,891,2,1,24
2,1275,2,1,76
3,1787,3,2,120
2,1320,2,2,110
3,1692,3,3,108
3,1400,3,2,69
2,1115,2,1,50
2,1370,2,2,56
3,1602,3,2,56
1,793,1,1,40
1,675,1,1,35
2,1050,2,3,43
2,1035,2,1,42
3,1200,2,2,44
3,1800,3,2,128
3,1625,3,2,70
2,1032,2,1,31
3,1496,2,1,71
2,1100,2,2,38
3,1500,3,2,50
2,1125,2,1,32
3,1555,3,3,73
2,1025,2,1,42
3,1482,2,1,83
3,1630,2,2,130
2,900,2,1,44
3,1355,2,3,75
